id,sex,age,trace,Infected_Num
119157,female,26,"[0, 4, 6]",1
119180,female,53,"[1, 2]",5
119192,male,24,"[1, 4, 5, 8, 9]",2
119213,female,64,[7],1
119224,male,26,"[0, 1, 2, 5, 7, 9]",1
119228,male,5,[8],4
119243,male,47,"[0, 2]",1
119270,female,26,"[8, 9, 1]",5
119273,female,79,"[3, 7]",1
119282,female,19,[5],0
119294,male,12,[3],0
119298,male,39,"[8, 1, 3, 6]",2
119300,female,6,[6],6
119311,female,9,[0],2
119339,male,46,"[8, 1, 2, 3]",4
119346,male,67,"[1, 7]",3
119347,male,55,"[8, 5, 7]",11
119357,female,27,"[8, 9, 5, 6]",0
119358,female,35,"[3, 4, 5]",11
119360,female,34,"[2, 3, 6, 7, 9]",5
119364,male,47,[8],2
119385,male,24,"[0, 1, 4, 5, 8]",2
119387,male,50,"[0, 8, 2, 1]",1
119389,male,18,[4],2
119396,male,22,"[2, 4, 5, 7, 8]",1
119399,male,18,[7],3
119405,female,48,"[0, 6]",1
119412,male,22,"[8, 6]",4
119416,male,11,[8],2
119424,female,18,[2],1
119463,male,16,"[9, 3, 1]",0
119481,female,36,"[5, 6, 7]",1
119486,female,21,"[8, 1, 4, 9]",0
119552,female,9,[8],0
119553,female,8,[2],7
119554,female,46,"[0, 8]",0
119561,male,22,"[2, 4, 6]",0
119565,female,8,[6],3
119567,male,41,"[9, 3]",2
119621,female,14,"[2, 4]",0
119635,male,39,"[8, 2, 6]",2
119642,female,15,[3],2
119646,female,21,"[9, 7]",0
119647,female,79,[8],2
119651,female,58,"[9, 2, 5, 7]",1
119680,female,67,[4],0
119692,female,22,"[9, 2, 3, 6]",11
119693,male,47,"[0, 1, 9]",4
119767,female,57,"[2, 3, 4, 7, 8]",10
119771,female,24,"[1, 4, 6, 7]",2
119788,female,31,"[8, 2]",2
119789,female,55,"[1, 3, 7]",1
119795,female,74,[3],0
119810,female,28,"[0, 9, 6, 7]",0
119815,male,6,[4],6
119833,male,34,"[0, 2, 3, 6, 7]",1
119856,male,71,"[9, 4]",0
119862,male,24,"[2, 5]",2
119872,male,6,[0],10
119882,female,57,"[0, 1, 6, 7]",3
119908,male,67,"[0, 4]",2
119913,male,38,"[4, 5, 6, 7, 8]",1
119928,female,76,[4],4
119941,female,27,"[0, 5, 7]",2
119975,male,15,"[0, 3]",2
119979,male,19,[9],4
119982,female,25,"[0, 1, 3, 6]",4
119986,female,28,"[1, 5, 6, 7, 8]",1
119987,male,23,"[8, 9, 3, 6]",1
120006,female,46,"[8, 9, 6]",0
120020,female,51,"[9, 5, 1]",0
120024,male,28,"[0, 5]",1
120050,male,29,"[8, 0, 5, 7]",3
120054,female,54,"[8, 9]",2
120076,male,59,"[8, 5]",3
120087,female,1,[7],1
120096,male,47,"[9, 3, 7]",1
120107,male,45,"[2, 7]",8
120118,female,33,"[0, 1, 4, 6, 7]",2
120156,female,22,"[9, 5, 6, 7]",5
120159,male,28,"[1, 2, 5, 6, 9]",0
120186,female,49,"[9, 7]",3
120189,male,46,"[0, 1]",1
120194,male,50,[9],1
120205,male,16,[1],0
120217,male,57,"[8, 1, 6, 7]",1
120237,female,56,"[5, 6, 7]",0
120266,female,65,"[1, 6]",1
120271,male,60,"[8, 2]",3
120275,female,12,[6],1
120277,female,41,"[0, 4, 5]",4
120284,male,31,"[2, 4, 5, 7, 8, 9]",0
120286,male,29,"[1, 3, 6, 7, 9]",1
120288,female,21,"[2, 3, 4, 7, 8, 9]",1
120289,female,41,"[9, 7]",2
120323,female,20,[5],1
120324,male,76,[5],0
120325,female,79,"[9, 7]",2
120328,female,12,[0],1
120331,male,40,"[0, 9, 7]",1
120332,female,28,"[5, 6]",0
120335,female,9,[2],2
120349,male,54,"[9, 5]",1
120363,male,80,"[2, 5]",9
120371,male,9,[8],1
120374,male,75,[7],1
120397,male,2,[3],6
120402,male,11,[6],1
120404,male,75,[7],3
120407,female,38,"[0, 9, 5, 6]",0
120421,female,31,"[0, 9, 4, 5]",8
120423,male,32,"[0, 3, 4, 5, 6, 8]",6
120428,male,56,"[2, 3, 7]",6
120440,female,45,"[5, 6]",1
120444,female,30,"[3, 4]",0
120483,female,62,"[8, 0]",2
120489,male,2,[1],6
120492,female,21,"[8, 0, 4, 9]",1
120510,female,80,[5],1
120522,female,1,[7],2
120565,male,5,[3],0
120567,male,1,[3],0
120575,male,64,[9],2
120577,female,72,[0],0
120580,female,11,[1],0
120589,female,53,"[9, 3, 1]",14
120609,male,74,[1],5
120619,male,32,[5],10
120637,male,15,"[4, 7]",0
120642,male,75,[2],3
120643,male,9,[6],0
120657,female,75,[0],7
120659,female,50,"[0, 1, 4, 7, 8]",2
120667,male,60,"[8, 0, 2]",0
120694,female,24,"[0, 2, 3, 4, 6, 9]",2
120703,male,54,"[8, 6]",5
120707,male,1,[8],1
120710,male,58,"[0, 8, 7]",2
120715,female,80,"[1, 3]",0
120725,female,29,"[8, 2, 3, 7]",2
120730,male,54,"[5, 7]",5
120740,male,37,"[9, 3, 4, 1]",2
120752,female,76,[5],0
120753,female,61,[3],0
120769,male,25,"[0, 9, 2, 6]",1
120782,male,14,[0],0
120837,female,5,[0],1
120857,male,45,"[0, 1, 2, 6]",0
120860,female,47,"[9, 2, 7]",2
120861,male,22,"[1, 4, 5, 7, 8, 9]",2
120875,male,39,"[5, 7]",3
120877,female,52,"[9, 3]",11
120883,female,70,"[8, 7]",0
120884,male,71,[9],0
120888,female,9,[2],3
120919,female,72,[9],2
120946,male,62,[9],8
120947,female,15,[2],1
120950,female,49,"[2, 4, 5, 7, 8, 9]",7
120951,male,26,"[2, 6]",3
120956,male,6,[8],0
120983,male,39,"[9, 4, 6]",1
120987,male,33,"[1, 3, 5]",14
120999,male,56,[5],6
121011,male,44,"[2, 3, 4, 6]",3
121017,female,60,"[8, 9, 2, 6]",0
121019,male,4,[3],1
121021,male,1,[5],4
121025,male,27,"[0, 9, 4, 7]",0
121026,female,22,"[8, 9, 3]",3
121028,female,57,"[0, 1, 9, 7]",8
121032,female,68,[6],6
121042,male,16,"[0, 2]",1
121044,female,23,"[8, 1, 5, 7]",3
121087,male,35,"[0, 2, 3, 5, 6, 7, 8]",0
121102,female,39,"[1, 2]",6
121103,male,54,"[0, 9, 2, 5]",3
121119,female,24,"[0, 8, 2, 7]",0
121144,male,35,"[1, 4, 6, 8, 9]",7
121150,female,31,"[0, 1, 8, 7]",0
121153,female,3,[7],2
121181,male,39,"[8, 0, 5, 7]",1
121197,male,21,"[0, 1, 2, 3]",2
121206,female,38,"[1, 4, 6, 7, 8, 9]",2
121222,male,6,[6],1
121228,female,38,"[1, 3, 4, 8, 9]",3
121233,male,23,"[0, 1, 3, 6, 7]",3
121270,female,43,"[8, 1, 3, 7]",3
121284,male,28,"[3, 5, 6, 7, 9]",5
121287,male,17,[6],0
121300,male,22,"[8, 1, 6]",0
121305,female,41,"[8, 9, 4, 7]",5
121306,male,43,"[9, 1, 6]",0
121317,male,19,[8],4
121325,male,75,[7],1
121355,male,55,"[9, 5, 1]",2
121364,female,66,[2],1
121365,male,72,[7],3
121381,female,7,[9],1
121386,female,2,[3],1
121411,female,53,"[9, 4, 6, 7]",5
121415,male,26,"[9, 3, 6]",0
121423,male,55,"[9, 3, 7]",5
121427,female,53,"[2, 4]",0
121431,female,35,"[8, 1, 4]",4
121457,male,54,"[8, 2, 5]",1
121469,male,26,"[8, 1, 2, 6]",5
121476,male,25,"[8, 9, 6, 7]",11
121505,male,76,"[9, 5]",4
121513,male,49,"[0, 1, 3, 9]",0
121521,female,44,"[8, 9, 5]",1
121537,female,71,[9],2
121542,female,50,"[8, 5, 6, 7]",3
121544,male,26,"[8, 9, 3, 1]",2
121549,male,24,"[0, 3, 4]",2
121550,female,56,"[0, 9, 5]",7
121551,male,20,"[0, 2]",3
121559,female,50,"[1, 3, 5]",0
121609,female,33,"[8, 9, 2, 3]",0
121614,female,79,[7],4
121625,female,59,"[1, 2, 3, 5]",12
121650,male,71,"[1, 5]",5
121651,male,27,"[0, 3, 4, 5, 6, 8]",4
121676,female,28,"[8, 7]",0
121679,male,68,"[6, 7]",9
121683,male,32,"[0, 2, 3, 5]",6
121689,male,12,[5],0
121701,female,3,[0],1
121714,male,19,[8],0
121716,male,20,"[0, 6]",2
121722,male,79,"[9, 4, 7]",1
121736,male,46,"[9, 4, 5, 7]",5
121746,female,75,[3],1
121767,male,28,"[2, 3, 4, 7, 8]",0
121772,female,27,"[9, 4, 5, 6]",4
121798,female,4,[2],0
121808,female,34,"[9, 2, 6, 1]",0
121839,male,59,"[0, 5, 6, 8, 9]",4
121844,male,61,"[0, 6]",5
121851,male,44,"[9, 3, 4, 5]",1
121869,male,46,"[0, 9, 8, 7]",1
121874,male,32,"[9, 2, 5, 7]",3
121877,female,29,"[8, 3, 5, 6]",6
121885,female,24,"[8, 9, 5]",0
121888,female,1,[8],3
121892,female,35,"[8, 5, 6, 7]",2
121914,male,23,"[0, 2, 3, 4, 7, 9]",2
121935,male,32,"[2, 3, 5, 7, 9]",2
121954,female,48,"[1, 2]",0
121955,female,10,[7],3
121957,male,24,"[1, 2, 4, 6, 7]",4
121963,female,29,"[3, 7]",2
121964,male,3,[2],0
121977,male,28,"[9, 5, 7]",11
121994,female,53,"[0, 9, 2, 6]",9
121999,female,30,"[0, 1, 4]",3
122024,male,28,"[8, 9, 4, 5]",2
122028,male,23,"[1, 4, 5, 6, 7, 8]",2
122034,male,27,"[2, 3, 4]",0
122061,male,55,"[1, 4, 7]",1
122110,female,54,"[8, 3]",7
122111,male,5,"[9, 2]",3
122117,male,54,"[8, 1, 4, 7]",1
122128,male,51,"[0, 3]",0
122148,female,39,"[8, 2, 7]",1
122181,female,69,[9],1
122184,male,52,"[6, 7]",6
122202,male,1,[3],2
122203,male,5,[3],2
122219,female,55,"[4, 6, 7]",1
122222,male,16,[3],8
122243,male,24,"[0, 2, 5, 7]",4
122269,male,15,[5],2
122274,male,8,[0],2
122282,female,56,"[3, 6, 7]",4
122299,male,22,"[0, 3, 6]",6
122308,male,44,"[2, 3]",0
122320,female,57,"[2, 3]",1
122326,male,56,"[0, 1, 3, 5, 8, 9]",0
122329,male,44,"[8, 3, 7]",7
122367,male,76,[8],0
122371,male,30,"[0, 2, 4, 5]",1
122381,female,7,[0],0
122383,male,41,[1],0
122397,female,43,"[3, 7]",2
122401,female,71,[8],0
122432,male,19,"[4, 6]",0
122440,female,53,"[2, 5]",2
122443,female,31,"[2, 3, 4, 6]",6
122446,female,16,[5],10
122447,male,74,"[8, 9]",1
122453,female,69,[5],1
122473,female,38,"[0, 8, 3, 5]",1
122487,female,53,"[2, 3, 6]",2
122499,male,18,[2],2
122503,male,30,"[1, 4, 6]",3
122517,female,58,"[8, 6]",2
122525,female,36,"[1, 6, 7]",2
122536,male,31,"[8, 1, 3]",1
122543,male,18,[4],2
122552,male,27,"[1, 2, 4, 5, 8, 9]",2
122554,male,56,[0],1
122557,female,42,[2],0
122559,male,75,[1],1
122571,male,43,[5],2
122572,female,73,[6],0
122582,female,12,[9],2
122607,male,18,[1],0
122610,female,15,[0],4
122625,male,66,"[3, 4]",5
122654,female,71,[4],0
122655,male,75,[9],0
122660,female,32,"[1, 4, 6, 7, 9]",2
122662,male,15,[1],0
122663,female,27,"[2, 3, 4, 5, 7]",0
122670,male,4,[7],1
122672,female,59,"[2, 4, 6, 7]",0
122676,male,36,"[1, 2, 3, 4, 7, 9]",12
122720,male,60,"[8, 3, 4, 6]",2
122742,male,34,"[0, 1, 2, 5, 7, 8, 9]",2
122748,female,40,"[0, 1, 4, 5, 8]",3
122758,female,72,"[9, 4]",4
122770,male,45,"[2, 4, 7]",1
122779,male,51,"[8, 1, 3]",2
122797,male,74,"[3, 5]",3
122819,female,48,"[0, 7]",3
122824,female,32,"[8, 1, 2, 6]",7
122829,female,17,[1],0
122837,female,22,"[0, 2, 5, 6, 9]",6
122854,female,46,"[9, 1]",3
122855,male,16,"[3, 6]",11
122856,male,7,[5],3
122859,female,53,[4],2
122860,male,38,"[8, 9, 3]",3
122871,female,72,"[4, 5]",1
122874,male,27,"[1, 2, 3, 6, 7, 8]",6
122887,male,16,[5],2
122892,female,76,[3],2
122896,male,31,"[8, 1, 2, 7]",2
122900,female,12,[8],0
122902,male,13,[5],1
122926,male,24,"[0, 3, 6, 7, 8, 9]",3
122990,female,1,[0],0
122992,male,72,[0],2
123012,female,12,[1],1
123025,female,26,"[8, 9, 1, 7]",0
123054,male,60,"[9, 2, 7]",1
123057,male,6,"[3, 6]",0
123062,female,16,[0],0
123069,female,12,[0],0
123099,female,73,"[5, 6]",0
123106,male,36,"[1, 9]",1
123130,female,28,"[8, 2, 4]",0
123136,male,10,[7],3
123143,female,60,"[1, 2, 5]",1
123166,male,21,"[1, 2, 6, 7, 9]",0
123233,male,36,"[0, 1, 3, 6]",0
123238,female,21,"[1, 2, 3, 5, 6, 7]",7
123245,female,40,"[8, 1, 3, 0]",1
123273,female,42,"[0, 3, 4]",5
123278,male,73,[4],2
123292,female,31,"[5, 6, 7]",2
123299,female,39,"[0, 1, 4, 6, 8]",0
123301,male,63,[8],0
123303,female,46,"[1, 7]",6
123305,male,62,"[1, 3, 4]",1
123311,male,56,"[0, 2, 3]",0
123315,male,2,[5],0
123326,female,14,[2],3
123333,female,21,"[0, 3, 4, 6]",3
123342,female,21,"[0, 4]",0
123363,male,24,"[1, 4, 7]",4
123384,male,45,"[0, 6, 7]",1
123416,female,53,"[9, 3, 5, 6]",1
123429,male,19,"[8, 5]",2
123436,male,79,[9],2
123442,male,18,"[8, 1]",1
123452,male,22,"[2, 4, 5]",0
123467,female,77,[0],1
123534,female,33,"[8, 0, 3]",1
123539,male,73,[6],1
123556,female,29,"[0, 1, 2, 6, 7, 8]",10
123574,female,1,[4],2
123575,female,31,"[0, 2, 5, 7]",1
123578,female,12,[9],0
123594,male,55,"[1, 5]",3
123602,female,27,"[8, 6]",5
123606,female,48,"[1, 3, 4, 7]",1
123607,female,26,"[0, 1, 3, 4, 5, 9]",1
123614,female,53,"[1, 2, 9]",4
123623,female,20,[8],0
123627,female,59,"[8, 1, 3, 4]",2
123634,female,50,"[0, 1, 2, 6, 7, 9]",2
123641,male,7,"[2, 6]",1
123642,female,33,"[9, 2, 3, 1]",1
123662,female,32,"[0, 2]",5
123676,male,54,"[0, 5]",2
123677,male,25,"[8, 9, 5, 7]",4
123679,male,30,"[2, 4, 6]",8
123691,male,8,[4],0
123707,female,24,"[0, 8, 6, 7]",1
123724,female,60,"[8, 3, 5, 6]",12
123726,female,77,[8],2
123738,female,23,"[8, 9, 6]",5
123743,female,9,[2],2
123749,female,65,"[3, 4]",2
123751,female,48,"[4, 5, 7]",4
123764,female,17,[8],0
123827,female,25,"[0, 1, 3, 5, 6]",9
123829,female,68,[2],0
123856,female,52,"[8, 4, 5, 7]",1
123857,male,47,"[0, 1, 6]",1
123865,female,40,"[9, 2, 3, 6]",3
123871,female,10,"[8, 7]",4
123884,male,31,"[1, 3, 5]",0
123897,female,70,[6],0
123910,male,38,"[0, 1, 2, 6, 7, 8, 9]",6
123925,female,36,"[2, 3, 6, 7]",0
123941,male,76,"[4, 5]",0
123956,female,51,"[0, 3, 7]",1
123965,female,65,[3],1
123969,female,36,"[1, 3, 4, 5, 8]",11
123985,female,20,[2],0
123989,male,65,[5],4
123992,female,75,[5],1
124007,male,13,"[3, 5]",0
124014,male,10,[0],7
124019,female,5,[8],1
124070,female,49,"[0, 5, 7]",3
124071,male,53,"[1, 2]",1
124090,female,24,"[0, 1, 8]",2
124093,female,42,"[1, 6, 7]",3
124094,male,58,"[0, 1, 7, 8, 9]",1
124102,male,60,"[9, 2, 3]",0
124105,female,57,"[0, 1, 2, 8, 9]",12
124106,male,65,[5],2
124132,female,37,"[9, 3]",5
124137,male,37,"[8, 4, 7]",0
124148,female,75,[9],1
124150,female,53,"[0, 8, 6, 9]",1
124155,male,79,[9],1
124156,male,55,"[0, 9, 3, 5]",0
124159,female,66,"[0, 5]",4
124161,female,20,[8],1
124162,female,15,[8],4
124172,female,10,[5],3
124174,male,74,"[3, 6]",3
124184,female,77,[8],1
124190,female,16,[7],6
124192,female,48,"[8, 4, 7]",1
124201,female,50,"[8, 9, 2, 0]",2
124202,female,14,"[8, 9]",3
124207,male,72,"[0, 7]",0
124209,male,20,[3],0
124227,male,18,[4],0
124238,male,45,"[0, 9, 3, 5]",0
124242,female,9,[8],3
124260,female,15,[9],3
124275,male,48,"[9, 2, 3, 6]",4
124276,male,78,[6],0
124277,female,35,"[8, 1, 4, 6]",1
124281,female,61,[9],1
124289,male,34,"[8, 4, 5, 7]",1
124307,female,13,[6],0
124309,female,65,"[5, 7]",6
124317,female,23,"[0, 3]",1
124329,female,64,[5],0
124338,male,30,"[8, 1, 4, 5]",2
124342,male,48,"[9, 3, 1]",4
124366,male,42,"[1, 2, 3]",6
124376,male,33,"[1, 4, 5, 6, 9]",8
124381,male,17,[7],0
124402,female,7,"[4, 5]",0
124412,male,19,[9],0
124422,female,72,[7],0
124424,male,29,"[0, 2, 3, 6, 8]",2
124453,female,29,"[0, 1, 3, 4, 6]",6
124457,male,58,"[6, 7]",0
124481,female,60,"[1, 4]",8
124488,male,68,[9],0
124498,female,7,[3],5
124544,female,77,[8],2
124560,female,53,[1],6
124602,male,29,"[0, 1, 4, 6, 7]",3
124603,male,29,"[9, 3, 4, 7]",0
124620,male,14,[0],1
124631,male,75,"[0, 4]",0
124636,female,25,"[3, 4, 5, 6, 7]",2
124652,male,8,[5],1
124659,male,65,[9],0
124692,male,20,[3],1
124700,female,75,[4],0
124714,female,52,"[5, 7]",8
124715,female,29,"[8, 3, 4, 7]",5
124724,female,31,"[8, 7]",4
124737,male,38,"[3, 4, 6, 8, 9]",10
124752,female,72,[9],1
124777,female,36,[4],2
124782,female,76,[6],0
124828,male,38,"[1, 3, 4, 5, 9]",6
124830,male,53,"[0, 9, 1]",10
124833,male,48,"[0, 9, 6]",1
124834,male,25,"[2, 4, 5]",4
124837,female,12,[4],2
124858,female,25,"[0, 1, 5, 9]",2
124870,male,51,[9],0
124887,female,11,[5],1
124895,female,50,"[8, 9, 4]",1
124905,female,48,"[0, 1, 4]",8
124908,female,26,"[0, 1, 4, 5, 8, 9]",2
124921,female,12,[2],1
124923,female,46,"[8, 9, 7]",3
124934,male,15,[0],1
124941,male,4,[8],0
124942,male,25,"[6, 7]",1
124949,male,64,[9],1
124950,male,21,"[5, 6]",4
124961,female,4,[0],6
124983,female,18,[1],4
125012,female,31,"[0, 1, 2, 4, 9]",2
125023,female,35,"[8, 1, 4, 0]",0
125024,female,24,"[8, 2, 7]",3
125042,female,22,"[8, 2, 4, 7]",0
125048,female,18,"[3, 6]",0
125049,male,3,[8],1
125051,female,27,"[1, 3, 4, 7, 9]",5
125066,male,51,"[8, 6]",2
125071,female,52,"[0, 3]",7
125075,male,69,[4],1
125106,female,17,[7],0
125135,female,34,"[8, 1]",3
125166,male,3,[9],3
125195,male,11,[9],3
125227,female,75,[3],1
125252,female,37,"[0, 2, 7, 8, 9]",3
125293,female,45,"[8, 0, 5]",11
125337,female,40,"[0, 1, 5]",2
125348,male,72,[1],5
125352,male,66,[5],1
125372,male,18,[1],3
125411,male,15,"[0, 8]",1
125420,female,73,[1],1
125431,male,45,"[0, 3, 4, 5, 8, 9]",4
125434,male,38,"[0, 9, 2]",0
125436,male,22,"[9, 5, 6]",6
125440,female,51,"[8, 2, 6]",0
125442,male,51,"[4, 6]",3
125445,male,62,[0],8
125448,female,74,[4],2
125450,female,66,[7],3
125454,female,16,[0],3
125456,female,9,"[2, 6]",0
125464,male,41,"[8, 0, 2]",0
125478,male,22,"[8, 9, 2, 7]",4
125485,male,32,"[2, 3, 4, 6]",4
125489,male,1,[2],0
125492,female,54,"[2, 3, 5, 6, 7, 9]",0
125502,female,35,"[1, 5]",1
125511,female,37,"[3, 5]",1
125519,male,77,"[9, 7]",4
125526,male,22,"[1, 2, 3, 4, 5, 8]",3
125535,male,24,"[0, 1, 2, 7, 9]",2
125538,male,28,"[3, 5, 6]",7
125556,female,35,"[8, 4, 7]",4
125558,female,60,"[1, 4, 9]",1
125566,female,80,[1],2
125573,male,21,"[0, 8]",5
125575,female,4,[3],2
125599,female,19,[7],1
125603,male,2,[4],1
125607,male,7,[3],0
125613,female,43,"[3, 4, 5, 6]",2
125626,female,65,[7],1
125647,female,32,"[1, 5, 6]",1
125655,female,55,"[1, 4, 6, 7]",0
125673,female,40,"[1, 6]",1
125681,male,37,[2],1
125690,male,32,"[0, 9, 2, 4]",3
125698,female,34,"[8, 9, 5, 7]",2
125703,male,34,"[0, 2, 6, 7, 8]",8
125715,female,23,"[8, 5, 6]",4
125720,female,66,[8],0
125726,male,40,"[1, 2, 4, 5]",3
125730,male,42,"[8, 2, 5]",7
125732,female,42,"[2, 4, 5, 8, 9]",0
125734,male,47,"[8, 6]",3
125752,female,22,"[0, 1, 3, 8]",5
125754,female,16,[0],3
125757,male,50,"[2, 3, 4, 5, 6, 7, 8]",21
125806,female,13,[7],1
125812,female,53,"[9, 2, 6]",4
125837,female,46,"[0, 4, 6]",1
125841,male,59,[8],5
125872,male,42,"[0, 9, 5, 8]",1
125879,female,16,[6],2
125884,male,2,[1],0
125885,female,63,[9],0
125891,male,31,"[0, 2, 3, 4, 9]",10
125904,female,72,[8],1
125905,female,10,[6],3
125906,male,25,"[3, 4, 5, 6, 8]",7
125917,female,10,[0],1
125926,male,22,"[0, 3, 5, 6, 8]",5
125937,male,54,"[0, 6, 7]",1
125987,female,49,"[8, 2]",0
125995,female,6,[5],0
125997,female,56,"[0, 2, 6, 7]",0
126001,male,22,"[0, 3, 4, 7, 8]",7
126018,female,29,"[1, 7]",6
126023,male,37,"[9, 4, 5, 1]",1
126029,male,61,[5],4
126061,female,36,"[0, 4, 5, 6, 9]",1
126064,female,64,[0],0
126067,female,51,"[8, 9, 4, 1]",7
126068,female,18,[6],0
126088,male,70,[1],6
126129,female,63,[3],1
126135,male,48,"[0, 5]",15
126141,female,33,"[2, 3, 4, 5, 9]",2
126147,male,54,"[0, 9, 4, 1]",0
126166,female,20,[1],0
126199,male,24,"[0, 2, 4]",2
126201,male,3,"[9, 4]",0
126228,female,49,"[8, 5, 7]",1
126250,male,70,"[3, 6]",0
126252,male,5,[0],0
126269,male,43,"[1, 2, 3, 7]",3
126281,male,46,"[8, 2]",4
126307,male,68,[5],2
126329,female,43,"[8, 0]",4
126334,female,14,[2],0
126336,female,36,"[8, 9, 3, 7]",2
126340,female,59,"[0, 1, 2, 5, 6, 7]",4
126344,male,17,[4],2
126345,male,51,"[2, 5, 6, 7]",3
126350,female,39,"[0, 8, 5, 7]",2
126361,male,24,"[1, 2, 3, 4, 9]",0
126375,female,52,"[1, 3, 4, 7]",2
126380,female,8,[5],0
126387,female,30,"[8, 7]",4
126410,female,69,[0],0
126413,male,5,[3],1
126414,female,39,"[8, 0, 2]",1
126418,female,35,"[2, 4, 5]",6
126456,female,25,"[2, 3, 5, 7]",1
126488,male,2,[4],1
126495,female,60,"[0, 6]",3
126502,male,57,"[2, 5]",4
126503,female,1,[5],1
126513,male,18,"[8, 1]",1
126523,male,51,"[2, 5]",14
126546,male,2,[3],0
126572,male,65,[2],0
126574,female,58,"[8, 0, 2, 3]",1
126581,male,52,"[2, 3, 5]",4
126586,female,46,"[1, 2, 5]",1
126612,male,68,[0],0
126648,female,54,"[1, 3]",1
126674,male,56,"[0, 5, 7, 8, 9]",3
126676,male,20,[9],1
126678,male,31,"[0, 1, 4, 6]",1
126700,female,9,[1],0
126718,male,7,[2],1
126751,female,52,"[1, 3, 6]",3
126757,male,80,[2],0
126797,male,78,[5],0
126808,male,68,[0],4
126812,male,17,[7],0
126820,female,49,"[0, 1, 8, 6]",1
126838,male,47,"[0, 4, 7]",0
126844,female,33,"[9, 3]",3
126857,female,60,"[1, 4, 6, 8, 9]",0
126862,male,18,"[0, 9]",2
126866,female,43,[1],2
126869,male,63,[5],1
126888,female,16,[4],1
126899,female,48,"[9, 2, 6]",0
126906,male,50,"[1, 5, 6]",17
126915,female,60,"[0, 1, 7]",2
126916,female,59,[1],6
126918,female,23,"[9, 2, 3, 5]",8
126964,female,39,"[0, 8, 4]",5
126992,male,29,"[2, 6, 7, 8, 9]",1
127005,male,25,"[5, 7]",2
127027,male,17,[5],2
127031,male,74,"[1, 6]",0
127037,male,60,"[0, 1, 3]",9
127038,male,33,"[2, 3, 4, 5, 8]",1
127048,male,36,"[1, 2, 3, 4]",0
127051,female,60,"[0, 8, 4]",3
127061,male,30,"[9, 2, 3, 7]",1
127069,female,50,"[9, 3]",0
127072,male,51,"[0, 9, 3, 8]",1
127074,female,11,[7],0
127079,female,69,[0],0
127086,male,26,"[0, 1, 5, 6, 7, 8, 9]",2
127093,female,30,"[9, 4, 1]",3
127094,male,34,"[8, 9, 4, 6]",4
127129,male,35,"[8, 2, 3]",0
127134,female,32,"[1, 3, 6, 7]",9
127135,female,23,"[8, 5, 6, 7]",0
127140,female,25,"[4, 5, 7, 8, 9]",2
127155,female,78,[4],0
127169,male,9,[1],1
127177,female,33,"[1, 2, 3]",0
127184,male,22,"[2, 5, 6, 7, 9]",2
127191,male,22,"[8, 2, 3, 5]",2
127196,male,7,[2],3
127200,male,52,"[8, 1, 2, 4]",1
127237,female,43,"[4, 6]",3
127247,female,77,[1],9
127250,female,53,"[1, 5]",1
127252,male,22,"[0, 1, 2, 7, 9]",4
127273,female,20,[3],1
127286,male,6,[8],1
127288,male,18,[5],0
127290,female,71,[4],5
127296,female,12,[6],2
127300,female,38,"[1, 6, 9]",3
127342,female,47,"[3, 7]",0
127350,female,36,"[0, 9, 7]",4
127361,female,11,[5],1
127371,male,69,[4],1
127380,male,22,"[8, 1, 6]",9
127393,male,51,"[0, 7]",1
127397,female,43,"[8, 9, 3, 4]",0
127404,male,31,"[0, 2, 5, 7, 9]",2
127418,male,26,"[9, 2]",0
127423,male,14,"[1, 3]",2
127444,male,32,"[2, 3, 5, 6, 9]",14
127445,female,54,[0],3
127453,male,2,[8],2
127459,female,50,"[3, 5]",5
127464,male,23,"[8, 6, 7]",3
127476,male,41,"[0, 1, 4]",1
127483,male,3,[1],1
127487,male,36,"[8, 1, 9]",0
127493,male,29,"[0, 9, 3, 8]",0
127496,female,52,"[8, 3, 5, 7]",2
127514,male,70,"[8, 1]",8
127543,female,11,[9],1
127546,female,54,"[0, 2, 3, 5, 7, 8]",0
127547,male,73,[4],2
127550,female,56,"[0, 9]",0
127557,female,46,"[3, 5, 6]",1
127576,male,8,[5],3
127577,male,43,"[0, 3, 4]",0
127592,male,31,"[9, 2]",3
127594,male,51,"[2, 5]",1
127608,female,61,[5],4
127618,female,30,"[8, 1, 2, 4]",0
127623,female,2,[0],3
127637,female,56,"[2, 4, 7]",3
127656,female,44,"[0, 2, 4, 6]",0
127662,female,79,[3],10
127669,female,66,[9],4
127670,male,13,"[2, 5]",2
127684,male,58,"[0, 4, 7]",2
127685,male,11,[1],3
127698,female,66,[2],2
127714,female,48,"[0, 9, 8]",2
127741,male,30,"[0, 1, 4, 9]",8
127755,male,38,"[8, 9, 7]",0
127757,male,71,[2],1
127763,female,28,"[0, 1, 2, 5, 7, 9]",6
127769,female,3,[0],0
127790,male,71,[4],0
127793,female,59,"[2, 5]",6
127798,male,12,[9],0
127816,female,68,"[0, 7]",2
127833,female,31,"[1, 4]",11
127835,female,30,"[0, 9, 3, 4]",6
127841,male,44,"[1, 2, 4, 7]",0
127846,male,51,"[9, 3]",1
127847,male,16,[1],3
127851,female,43,"[8, 5, 6]",3
127858,female,55,"[8, 9, 5, 7]",10
127870,female,45,"[2, 7]",2
127876,female,45,"[1, 2, 3, 4]",10
