id,sex,age,trace,Infected_Num,place_been_to,trans_risk
117331,male,12,[0],1,1,1
117357,male,22,[7],6,1,3
117399,male,48,"[2, 6]",1,2,1
117414,female,28,"[2, 3, 4]",1,3,1
117416,female,78,[1],2,1,2
117418,male,32,"[0, 1, 3, 6, 7, 9]",5,6,2
117428,female,76,"[9, 6]",1,2,1
117435,female,49,"[8, 1, 6]",1,3,1
117439,female,4,[9],1,1,1
117443,male,36,"[6, 7]",2,2,2
117447,female,7,[7],1,1,1
117472,male,76,"[8, 3]",1,2,1
117499,male,27,"[0, 9, 6]",5,3,2
117526,female,75,[4],0,1,1
117545,female,66,"[0, 8]",3,2,2
117572,male,78,[7],0,1,1
117573,male,55,"[8, 3, 6, 7]",2,4,2
117575,female,27,"[4, 6, 7, 8, 9]",1,5,1
117578,male,47,"[0, 9, 4, 6]",0,4,1
117584,female,17,[6],2,1,2
117624,male,48,"[5, 6]",1,2,1
117640,male,24,"[1, 3, 5]",7,3,3
117650,male,9,[5],0,1,1
117654,male,78,[5],0,1,1
117686,male,41,"[9, 2, 4]",0,3,1
117700,male,69,"[2, 5]",1,2,1
117701,male,26,"[8, 0, 2, 4]",3,4,2
117718,female,70,[2],1,1,1
117725,male,8,[4],4,1,2
117736,male,43,"[1, 2, 3, 7]",3,4,2
117737,female,76,[7],8,1,3
117824,female,17,"[8, 9]",3,2,2
117860,female,34,"[0, 9, 7]",5,3,2
117930,male,36,"[0, 8, 4, 9]",4,4,2
117933,male,33,"[0, 3, 4, 7]",0,4,1
117945,female,1,[7],1,1,1
117969,female,32,"[2, 4, 5, 7, 9]",1,5,1
117971,male,46,[0],22,1,3
117975,female,32,"[0, 9, 3, 7]",0,4,1
117979,male,8,[8],1,1,1
118005,male,31,"[8, 9, 2, 5]",2,4,2
118032,female,8,[5],0,1,1
118043,female,43,"[9, 3, 6]",0,3,1
118046,male,46,"[1, 2, 3, 4, 6]",3,5,2
118049,female,74,[8],2,1,2
118057,female,1,[3],2,1,2
118064,female,12,[6],0,1,1
118068,male,37,"[9, 6, 7]",3,3,2
118082,female,53,"[9, 3, 7]",0,3,1
118086,female,22,"[8, 9, 0, 7]",0,4,1
118112,male,58,"[0, 5, 6, 7]",16,4,3
118132,female,29,"[0, 3, 5]",8,3,3
118133,male,47,[2],3,1,2
118165,female,46,"[1, 3, 5, 6, 7, 9]",0,6,1
118167,male,41,"[0, 6]",4,2,2
118172,male,58,"[8, 0, 2, 9]",3,4,2
118186,female,39,"[0, 2, 5, 6, 8, 9]",7,6,3
118194,female,38,"[0, 9, 8]",1,3,1
118209,male,42,"[0, 1, 3, 4, 5, 7]",1,6,1
118269,female,25,"[1, 6, 7, 8, 9]",1,5,1
118290,male,47,"[8, 0, 5]",4,3,2
118291,female,62,"[0, 6]",6,2,3
118296,female,16,[2],1,1,1
118326,female,20,"[4, 5]",3,2,2
118347,female,40,"[1, 4, 5, 6]",4,4,2
118384,male,55,"[0, 2, 3, 5, 9]",0,5,1
118394,female,27,"[1, 4, 5, 9]",1,4,1
118398,male,50,"[8, 0, 7]",8,3,3
118407,male,26,"[0, 3, 4]",0,3,1
118441,female,65,"[2, 3]",0,2,1
118449,female,6,"[1, 4]",6,2,3
118456,male,14,[9],0,1,1
118467,female,72,[9],1,1,1
118475,female,33,"[9, 2, 5]",12,3,3
118503,female,6,[7],0,1,1
118535,male,19,[4],2,1,2
118549,female,22,"[4, 5, 6, 7, 8, 9]",0,6,1
118569,male,24,"[0, 2, 4, 7]",1,4,1
118585,male,12,[2],0,1,1
118592,male,76,[8],1,1,1
118625,female,21,"[8, 3, 5, 7]",1,4,1
118637,male,18,[0],3,1,2
118646,female,72,"[2, 6]",11,2,3
118647,male,78,[9],1,1,1
118668,male,33,"[8, 9, 4]",1,3,1
118672,female,31,"[0, 3, 4, 7]",4,4,2
118674,female,53,"[9, 3, 4]",2,3,2
118683,female,23,"[1, 3, 5, 6, 8]",5,5,2
118696,female,28,"[1, 2, 4, 6, 7, 8]",1,6,1
118701,female,1,[5],6,1,3
118731,male,15,[5],2,1,2
118762,female,53,"[9, 3, 5]",1,3,1
118773,female,62,[8],0,1,1
118777,male,27,"[4, 5, 6, 8, 9]",3,5,2
118780,male,26,"[0, 2, 3, 7, 8]",12,5,3
118782,female,13,"[8, 0, 5]",3,3,2
118795,male,46,"[0, 2, 4]",0,3,1
118799,male,14,[1],0,1,1
118800,female,38,"[9, 2, 1]",3,3,2
118806,male,21,"[8, 9, 6]",2,3,2
118815,male,20,[7],0,1,1
118823,female,60,"[2, 4, 7]",3,3,2
118849,female,10,[2],1,1,1
118858,male,75,[0],2,1,2
118866,male,77,"[1, 3]",0,2,1
118887,male,1,"[0, 6]",1,2,1
118890,female,31,"[0, 2, 4]",0,3,1
118910,male,28,"[0, 8, 2, 6]",3,4,2
118932,male,45,"[1, 7]",1,2,1
118936,female,16,[0],1,1,1
118956,female,30,"[8, 2, 5]",3,3,2
118959,male,12,[7],0,1,1
118965,male,21,"[1, 4, 5, 6]",9,4,3
119010,female,16,[8],5,1,2
119036,female,36,"[8, 2, 4]",11,3,3
119045,male,11,[5],3,1,2
119075,male,36,"[8, 5]",0,2,1
119089,male,36,"[8, 5, 7]",0,3,1
119093,male,3,[0],2,1,2
119115,male,7,[1],0,1,1
119121,male,65,[0],2,1,2
119122,male,75,"[8, 6]",2,2,2
119123,female,33,"[9, 2, 5]",3,3,2
119124,male,31,"[1, 3]",5,2,2
119125,female,74,"[4, 7]",1,2,1
119130,male,26,"[0, 9, 1]",1,3,1
119153,male,35,"[0, 1, 2, 5, 7, 8]",2,6,2
119154,female,50,"[9, 5, 1, 7]",2,4,2
119157,female,26,"[0, 4, 6]",1,3,1
119180,female,53,"[1, 2]",5,2,2
119192,male,24,"[1, 4, 5, 8, 9]",2,5,2
119213,female,64,[7],1,1,1
119224,male,26,"[0, 1, 2, 5, 7, 9]",1,6,1
119228,male,5,[8],4,1,2
119243,male,47,"[0, 2]",1,2,1
119270,female,26,"[8, 9, 1]",5,3,2
119273,female,79,"[3, 7]",1,2,1
119282,female,19,[5],0,1,1
119294,male,12,[3],0,1,1
119298,male,39,"[8, 1, 3, 6]",2,4,2
119300,female,6,[6],6,1,3
119311,female,9,[0],2,1,2
119339,male,46,"[8, 1, 2, 3]",4,4,2
119346,male,67,"[1, 7]",3,2,2
119347,male,55,"[8, 5, 7]",11,3,3
119357,female,27,"[8, 9, 5, 6]",0,4,1
119358,female,35,"[3, 4, 5]",11,3,3
119360,female,34,"[2, 3, 6, 7, 9]",5,5,2
119364,male,47,[8],2,1,2
119385,male,24,"[0, 1, 4, 5, 8]",2,5,2
119387,male,50,"[0, 8, 2, 1]",1,4,1
119389,male,18,[4],2,1,2
119396,male,22,"[2, 4, 5, 7, 8]",1,5,1
119399,male,18,[7],3,1,2
119405,female,48,"[0, 6]",1,2,1
119412,male,22,"[8, 6]",4,2,2
119416,male,11,[8],2,1,2
119424,female,18,[2],1,1,1
119463,male,16,"[9, 3, 1]",0,3,1
119481,female,36,"[5, 6, 7]",1,3,1
119486,female,21,"[8, 1, 4, 9]",0,4,1
119552,female,9,[8],0,1,1
119553,female,8,[2],7,1,3
119554,female,46,"[0, 8]",0,2,1
119561,male,22,"[2, 4, 6]",0,3,1
119565,female,8,[6],3,1,2
119567,male,41,"[9, 3]",2,2,2
119621,female,14,"[2, 4]",0,2,1
119635,male,39,"[8, 2, 6]",2,3,2
119642,female,15,[3],2,1,2
119646,female,21,"[9, 7]",0,2,1
119647,female,79,[8],2,1,2
119651,female,58,"[9, 2, 5, 7]",1,4,1
119680,female,67,[4],0,1,1
119692,female,22,"[9, 2, 3, 6]",11,4,3
119693,male,47,"[0, 1, 9]",4,3,2
119767,female,57,"[2, 3, 4, 7, 8]",10,5,3
119771,female,24,"[1, 4, 6, 7]",2,4,2
119788,female,31,"[8, 2]",2,2,2
119789,female,55,"[1, 3, 7]",1,3,1
119795,female,74,[3],0,1,1
119810,female,28,"[0, 9, 6, 7]",0,4,1
119815,male,6,[4],6,1,3
119833,male,34,"[0, 2, 3, 6, 7]",1,5,1
119856,male,71,"[9, 4]",0,2,1
119862,male,24,"[2, 5]",2,2,2
119872,male,6,[0],10,1,3
119882,female,57,"[0, 1, 6, 7]",3,4,2
119908,male,67,"[0, 4]",2,2,2
119913,male,38,"[4, 5, 6, 7, 8]",1,5,1
119928,female,76,[4],4,1,2
119941,female,27,"[0, 5, 7]",2,3,2
119975,male,15,"[0, 3]",2,2,2
119979,male,19,[9],4,1,2
119982,female,25,"[0, 1, 3, 6]",4,4,2
119986,female,28,"[1, 5, 6, 7, 8]",1,5,1
119987,male,23,"[8, 9, 3, 6]",1,4,1
120006,female,46,"[8, 9, 6]",0,3,1
120020,female,51,"[9, 5, 1]",0,3,1
120024,male,28,"[0, 5]",1,2,1
120050,male,29,"[8, 0, 5, 7]",3,4,2
120054,female,54,"[8, 9]",2,2,2
120076,male,59,"[8, 5]",3,2,2
120087,female,1,[7],1,1,1
120096,male,47,"[9, 3, 7]",1,3,1
120107,male,45,"[2, 7]",8,2,3
120118,female,33,"[0, 1, 4, 6, 7]",2,5,2
120156,female,22,"[9, 5, 6, 7]",5,4,2
120159,male,28,"[1, 2, 5, 6, 9]",0,5,1
120186,female,49,"[9, 7]",3,2,2
120189,male,46,"[0, 1]",1,2,1
120194,male,50,[9],1,1,1
120205,male,16,[1],0,1,1
120217,male,57,"[8, 1, 6, 7]",1,4,1
120237,female,56,"[5, 6, 7]",0,3,1
120266,female,65,"[1, 6]",1,2,1
120271,male,60,"[8, 2]",3,2,2
120275,female,12,[6],1,1,1
120277,female,41,"[0, 4, 5]",4,3,2
120284,male,31,"[2, 4, 5, 7, 8, 9]",0,6,1
120286,male,29,"[1, 3, 6, 7, 9]",1,5,1
120288,female,21,"[2, 3, 4, 7, 8, 9]",1,6,1
120289,female,41,"[9, 7]",2,2,2
120323,female,20,[5],1,1,1
120324,male,76,[5],0,1,1
120325,female,79,"[9, 7]",2,2,2
120328,female,12,[0],1,1,1
120331,male,40,"[0, 9, 7]",1,3,1
120332,female,28,"[5, 6]",0,2,1
120335,female,9,[2],2,1,2
120349,male,54,"[9, 5]",1,2,1
120363,male,80,"[2, 5]",9,2,3
120371,male,9,[8],1,1,1
120374,male,75,[7],1,1,1
120397,male,2,[3],6,1,3
120402,male,11,[6],1,1,1
120404,male,75,[7],3,1,2
120407,female,38,"[0, 9, 5, 6]",0,4,1
120421,female,31,"[0, 9, 4, 5]",8,4,3
120423,male,32,"[0, 3, 4, 5, 6, 8]",6,6,3
120428,male,56,"[2, 3, 7]",6,3,3
120440,female,45,"[5, 6]",1,2,1
120444,female,30,"[3, 4]",0,2,1
120483,female,62,"[8, 0]",2,2,2
120489,male,2,[1],6,1,3
120492,female,21,"[8, 0, 4, 9]",1,4,1
120510,female,80,[5],1,1,1
120522,female,1,[7],2,1,2
120565,male,5,[3],0,1,1
120567,male,1,[3],0,1,1
120575,male,64,[9],2,1,2
120577,female,72,[0],0,1,1
120580,female,11,[1],0,1,1
120589,female,53,"[9, 3, 1]",14,3,3
120609,male,74,[1],5,1,2
120619,male,32,[5],10,1,3
120637,male,15,"[4, 7]",0,2,1
120642,male,75,[2],3,1,2
120643,male,9,[6],0,1,1
120657,female,75,[0],7,1,3
120659,female,50,"[0, 1, 4, 7, 8]",2,5,2
120667,male,60,"[8, 0, 2]",0,3,1
120694,female,24,"[0, 2, 3, 4, 6, 9]",2,6,2
120703,male,54,"[8, 6]",5,2,2
120707,male,1,[8],1,1,1
120710,male,58,"[0, 8, 7]",2,3,2
120715,female,80,"[1, 3]",0,2,1
120725,female,29,"[8, 2, 3, 7]",2,4,2
120730,male,54,"[5, 7]",5,2,2
120740,male,37,"[9, 3, 4, 1]",2,4,2
120752,female,76,[5],0,1,1
120753,female,61,[3],0,1,1
120769,male,25,"[0, 9, 2, 6]",1,4,1
120782,male,14,[0],0,1,1
120837,female,5,[0],1,1,1
120857,male,45,"[0, 1, 2, 6]",0,4,1
120860,female,47,"[9, 2, 7]",2,3,2
120861,male,22,"[1, 4, 5, 7, 8, 9]",2,6,2
120875,male,39,"[5, 7]",3,2,2
120877,female,52,"[9, 3]",11,2,3
120883,female,70,"[8, 7]",0,2,1
120884,male,71,[9],0,1,1
120888,female,9,[2],3,1,2
120919,female,72,[9],2,1,2
120946,male,62,[9],8,1,3
120947,female,15,[2],1,1,1
120950,female,49,"[2, 4, 5, 7, 8, 9]",7,6,3
120951,male,26,"[2, 6]",3,2,2
120956,male,6,[8],0,1,1
120983,male,39,"[9, 4, 6]",1,3,1
120987,male,33,"[1, 3, 5]",14,3,3
120999,male,56,[5],6,1,3
121011,male,44,"[2, 3, 4, 6]",3,4,2
121017,female,60,"[8, 9, 2, 6]",0,4,1
121019,male,4,[3],1,1,1
121021,male,1,[5],4,1,2
121025,male,27,"[0, 9, 4, 7]",0,4,1
121026,female,22,"[8, 9, 3]",3,3,2
121028,female,57,"[0, 1, 9, 7]",8,4,3
121032,female,68,[6],6,1,3
121042,male,16,"[0, 2]",1,2,1
121044,female,23,"[8, 1, 5, 7]",3,4,2
121087,male,35,"[0, 2, 3, 5, 6, 7, 8]",0,7,1
121102,female,39,"[1, 2]",6,2,3
121103,male,54,"[0, 9, 2, 5]",3,4,2
121119,female,24,"[0, 8, 2, 7]",0,4,1
121144,male,35,"[1, 4, 6, 8, 9]",7,5,3
121150,female,31,"[0, 1, 8, 7]",0,4,1
121153,female,3,[7],2,1,2
121181,male,39,"[8, 0, 5, 7]",1,4,1
121197,male,21,"[0, 1, 2, 3]",2,4,2
121206,female,38,"[1, 4, 6, 7, 8, 9]",2,6,2
121222,male,6,[6],1,1,1
121228,female,38,"[1, 3, 4, 8, 9]",3,5,2
121233,male,23,"[0, 1, 3, 6, 7]",3,5,2
121270,female,43,"[8, 1, 3, 7]",3,4,2
121284,male,28,"[3, 5, 6, 7, 9]",5,5,2
121287,male,17,[6],0,1,1
121300,male,22,"[8, 1, 6]",0,3,1
121305,female,41,"[8, 9, 4, 7]",5,4,2
121306,male,43,"[9, 1, 6]",0,3,1
121317,male,19,[8],4,1,2
121325,male,75,[7],1,1,1
121355,male,55,"[9, 5, 1]",2,3,2
121364,female,66,[2],1,1,1
121365,male,72,[7],3,1,2
121381,female,7,[9],1,1,1
121386,female,2,[3],1,1,1
121411,female,53,"[9, 4, 6, 7]",5,4,2
121415,male,26,"[9, 3, 6]",0,3,1
121423,male,55,"[9, 3, 7]",5,3,2
121427,female,53,"[2, 4]",0,2,1
121431,female,35,"[8, 1, 4]",4,3,2
121457,male,54,"[8, 2, 5]",1,3,1
121469,male,26,"[8, 1, 2, 6]",5,4,2
121476,male,25,"[8, 9, 6, 7]",11,4,3
121505,male,76,"[9, 5]",4,2,2
121513,male,49,"[0, 1, 3, 9]",0,4,1
121521,female,44,"[8, 9, 5]",1,3,1
121537,female,71,[9],2,1,2
121542,female,50,"[8, 5, 6, 7]",3,4,2
121544,male,26,"[8, 9, 3, 1]",2,4,2
121549,male,24,"[0, 3, 4]",2,3,2
121550,female,56,"[0, 9, 5]",7,3,3
121551,male,20,"[0, 2]",3,2,2
121559,female,50,"[1, 3, 5]",0,3,1
121609,female,33,"[8, 9, 2, 3]",0,4,1
121614,female,79,[7],4,1,2
121625,female,59,"[1, 2, 3, 5]",12,4,3
121650,male,71,"[1, 5]",5,2,2
121651,male,27,"[0, 3, 4, 5, 6, 8]",4,6,2
121676,female,28,"[8, 7]",0,2,1
121679,male,68,"[6, 7]",9,2,3
121683,male,32,"[0, 2, 3, 5]",6,4,3
121689,male,12,[5],0,1,1
121701,female,3,[0],1,1,1
121714,male,19,[8],0,1,1
121716,male,20,"[0, 6]",2,2,2
121722,male,79,"[9, 4, 7]",1,3,1
121736,male,46,"[9, 4, 5, 7]",5,4,2
121746,female,75,[3],1,1,1
121767,male,28,"[2, 3, 4, 7, 8]",0,5,1
121772,female,27,"[9, 4, 5, 6]",4,4,2
121798,female,4,[2],0,1,1
121808,female,34,"[9, 2, 6, 1]",0,4,1
121839,male,59,"[0, 5, 6, 8, 9]",4,5,2
121844,male,61,"[0, 6]",5,2,2
121851,male,44,"[9, 3, 4, 5]",1,4,1
121869,male,46,"[0, 9, 8, 7]",1,4,1
121874,male,32,"[9, 2, 5, 7]",3,4,2
121877,female,29,"[8, 3, 5, 6]",6,4,3
121885,female,24,"[8, 9, 5]",0,3,1
121888,female,1,[8],3,1,2
121892,female,35,"[8, 5, 6, 7]",2,4,2
121914,male,23,"[0, 2, 3, 4, 7, 9]",2,6,2
121935,male,32,"[2, 3, 5, 7, 9]",2,5,2
121954,female,48,"[1, 2]",0,2,1
121955,female,10,[7],3,1,2
121957,male,24,"[1, 2, 4, 6, 7]",4,5,2
121963,female,29,"[3, 7]",2,2,2
121964,male,3,[2],0,1,1
121977,male,28,"[9, 5, 7]",11,3,3
121994,female,53,"[0, 9, 2, 6]",9,4,3
121999,female,30,"[0, 1, 4]",3,3,2
122024,male,28,"[8, 9, 4, 5]",2,4,2
122028,male,23,"[1, 4, 5, 6, 7, 8]",2,6,2
122034,male,27,"[2, 3, 4]",0,3,1
122061,male,55,"[1, 4, 7]",1,3,1
122110,female,54,"[8, 3]",7,2,3
122111,male,5,"[9, 2]",3,2,2
122117,male,54,"[8, 1, 4, 7]",1,4,1
122128,male,51,"[0, 3]",0,2,1
122148,female,39,"[8, 2, 7]",1,3,1
122181,female,69,[9],1,1,1
122184,male,52,"[6, 7]",6,2,3
122202,male,1,[3],2,1,2
122203,male,5,[3],2,1,2
122219,female,55,"[4, 6, 7]",1,3,1
122222,male,16,[3],8,1,3
122243,male,24,"[0, 2, 5, 7]",4,4,2
122269,male,15,[5],2,1,2
122274,male,8,[0],2,1,2
122282,female,56,"[3, 6, 7]",4,3,2
122299,male,22,"[0, 3, 6]",6,3,3
122308,male,44,"[2, 3]",0,2,1
122320,female,57,"[2, 3]",1,2,1
122326,male,56,"[0, 1, 3, 5, 8, 9]",0,6,1
122329,male,44,"[8, 3, 7]",7,3,3
122367,male,76,[8],0,1,1
122371,male,30,"[0, 2, 4, 5]",1,4,1
122381,female,7,[0],0,1,1
122383,male,41,[1],0,1,1
122397,female,43,"[3, 7]",2,2,2
122401,female,71,[8],0,1,1
122432,male,19,"[4, 6]",0,2,1
122440,female,53,"[2, 5]",2,2,2
122443,female,31,"[2, 3, 4, 6]",6,4,3
122446,female,16,[5],10,1,3
122447,male,74,"[8, 9]",1,2,1
122453,female,69,[5],1,1,1
122473,female,38,"[0, 8, 3, 5]",1,4,1
122487,female,53,"[2, 3, 6]",2,3,2
122499,male,18,[2],2,1,2
122503,male,30,"[1, 4, 6]",3,3,2
122517,female,58,"[8, 6]",2,2,2
122525,female,36,"[1, 6, 7]",2,3,2
122536,male,31,"[8, 1, 3]",1,3,1
122543,male,18,[4],2,1,2
122552,male,27,"[1, 2, 4, 5, 8, 9]",2,6,2
122554,male,56,[0],1,1,1
122557,female,42,[2],0,1,1
122559,male,75,[1],1,1,1
122571,male,43,[5],2,1,2
122572,female,73,[6],0,1,1
122582,female,12,[9],2,1,2
122607,male,18,[1],0,1,1
122610,female,15,[0],4,1,2
122625,male,66,"[3, 4]",5,2,2
122654,female,71,[4],0,1,1
122655,male,75,[9],0,1,1
122660,female,32,"[1, 4, 6, 7, 9]",2,5,2
122662,male,15,[1],0,1,1
122663,female,27,"[2, 3, 4, 5, 7]",0,5,1
122670,male,4,[7],1,1,1
122672,female,59,"[2, 4, 6, 7]",0,4,1
122676,male,36,"[1, 2, 3, 4, 7, 9]",12,6,3
122720,male,60,"[8, 3, 4, 6]",2,4,2
122742,male,34,"[0, 1, 2, 5, 7, 8, 9]",2,7,2
122748,female,40,"[0, 1, 4, 5, 8]",3,5,2
122758,female,72,"[9, 4]",4,2,2
122770,male,45,"[2, 4, 7]",1,3,1
122779,male,51,"[8, 1, 3]",2,3,2
122797,male,74,"[3, 5]",3,2,2
122819,female,48,"[0, 7]",3,2,2
122824,female,32,"[8, 1, 2, 6]",7,4,3
122829,female,17,[1],0,1,1
122837,female,22,"[0, 2, 5, 6, 9]",6,5,3
122854,female,46,"[9, 1]",3,2,2
122855,male,16,"[3, 6]",11,2,3
122856,male,7,[5],3,1,2
122859,female,53,[4],2,1,2
122860,male,38,"[8, 9, 3]",3,3,2
122871,female,72,"[4, 5]",1,2,1
122874,male,27,"[1, 2, 3, 6, 7, 8]",6,6,3
122887,male,16,[5],2,1,2
122892,female,76,[3],2,1,2
122896,male,31,"[8, 1, 2, 7]",2,4,2
122900,female,12,[8],0,1,1
122902,male,13,[5],1,1,1
122926,male,24,"[0, 3, 6, 7, 8, 9]",3,6,2
122990,female,1,[0],0,1,1
122992,male,72,[0],2,1,2
123012,female,12,[1],1,1,1
123025,female,26,"[8, 9, 1, 7]",0,4,1
123054,male,60,"[9, 2, 7]",1,3,1
123057,male,6,"[3, 6]",0,2,1
123062,female,16,[0],0,1,1
123069,female,12,[0],0,1,1
123099,female,73,"[5, 6]",0,2,1
123106,male,36,"[1, 9]",1,2,1
123130,female,28,"[8, 2, 4]",0,3,1
123136,male,10,[7],3,1,2
123143,female,60,"[1, 2, 5]",1,3,1
123166,male,21,"[1, 2, 6, 7, 9]",0,5,1
123233,male,36,"[0, 1, 3, 6]",0,4,1
123238,female,21,"[1, 2, 3, 5, 6, 7]",7,6,3
123245,female,40,"[8, 1, 3, 0]",1,4,1
123273,female,42,"[0, 3, 4]",5,3,2
123278,male,73,[4],2,1,2
123292,female,31,"[5, 6, 7]",2,3,2
123299,female,39,"[0, 1, 4, 6, 8]",0,5,1
123301,male,63,[8],0,1,1
123303,female,46,"[1, 7]",6,2,3
123305,male,62,"[1, 3, 4]",1,3,1
123311,male,56,"[0, 2, 3]",0,3,1
123315,male,2,[5],0,1,1
123326,female,14,[2],3,1,2
123333,female,21,"[0, 3, 4, 6]",3,4,2
123342,female,21,"[0, 4]",0,2,1
123363,male,24,"[1, 4, 7]",4,3,2
123384,male,45,"[0, 6, 7]",1,3,1
123416,female,53,"[9, 3, 5, 6]",1,4,1
123429,male,19,"[8, 5]",2,2,2
123436,male,79,[9],2,1,2
123442,male,18,"[8, 1]",1,2,1
123452,male,22,"[2, 4, 5]",0,3,1
123467,female,77,[0],1,1,1
123534,female,33,"[8, 0, 3]",1,3,1
123539,male,73,[6],1,1,1
123556,female,29,"[0, 1, 2, 6, 7, 8]",10,6,3
123574,female,1,[4],2,1,2
123575,female,31,"[0, 2, 5, 7]",1,4,1
123578,female,12,[9],0,1,1
123594,male,55,"[1, 5]",3,2,2
123602,female,27,"[8, 6]",5,2,2
123606,female,48,"[1, 3, 4, 7]",1,4,1
123607,female,26,"[0, 1, 3, 4, 5, 9]",1,6,1
123614,female,53,"[1, 2, 9]",4,3,2
123623,female,20,[8],0,1,1
123627,female,59,"[8, 1, 3, 4]",2,4,2
123634,female,50,"[0, 1, 2, 6, 7, 9]",2,6,2
123641,male,7,"[2, 6]",1,2,1
123642,female,33,"[9, 2, 3, 1]",1,4,1
123662,female,32,"[0, 2]",5,2,2
123676,male,54,"[0, 5]",2,2,2
123677,male,25,"[8, 9, 5, 7]",4,4,2
123679,male,30,"[2, 4, 6]",8,3,3
123691,male,8,[4],0,1,1
123707,female,24,"[0, 8, 6, 7]",1,4,1
123724,female,60,"[8, 3, 5, 6]",12,4,3
123726,female,77,[8],2,1,2
123738,female,23,"[8, 9, 6]",5,3,2
123743,female,9,[2],2,1,2
123749,female,65,"[3, 4]",2,2,2
123751,female,48,"[4, 5, 7]",4,3,2
123764,female,17,[8],0,1,1
123827,female,25,"[0, 1, 3, 5, 6]",9,5,3
123829,female,68,[2],0,1,1
123856,female,52,"[8, 4, 5, 7]",1,4,1
123857,male,47,"[0, 1, 6]",1,3,1
123865,female,40,"[9, 2, 3, 6]",3,4,2
123871,female,10,"[8, 7]",4,2,2
123884,male,31,"[1, 3, 5]",0,3,1
123897,female,70,[6],0,1,1
123910,male,38,"[0, 1, 2, 6, 7, 8, 9]",6,7,3
123925,female,36,"[2, 3, 6, 7]",0,4,1
123941,male,76,"[4, 5]",0,2,1
123956,female,51,"[0, 3, 7]",1,3,1
123965,female,65,[3],1,1,1
123969,female,36,"[1, 3, 4, 5, 8]",11,5,3
123985,female,20,[2],0,1,1
123989,male,65,[5],4,1,2
123992,female,75,[5],1,1,1
124007,male,13,"[3, 5]",0,2,1
124014,male,10,[0],7,1,3
124019,female,5,[8],1,1,1
124070,female,49,"[0, 5, 7]",3,3,2
124071,male,53,"[1, 2]",1,2,1
124090,female,24,"[0, 1, 8]",2,3,2
124093,female,42,"[1, 6, 7]",3,3,2
124094,male,58,"[0, 1, 7, 8, 9]",1,5,1
124102,male,60,"[9, 2, 3]",0,3,1
124105,female,57,"[0, 1, 2, 8, 9]",12,5,3
124106,male,65,[5],2,1,2
124132,female,37,"[9, 3]",5,2,2
124137,male,37,"[8, 4, 7]",0,3,1
124148,female,75,[9],1,1,1
124150,female,53,"[0, 8, 6, 9]",1,4,1
124155,male,79,[9],1,1,1
124156,male,55,"[0, 9, 3, 5]",0,4,1
124159,female,66,"[0, 5]",4,2,2
124161,female,20,[8],1,1,1
124162,female,15,[8],4,1,2
124172,female,10,[5],3,1,2
124174,male,74,"[3, 6]",3,2,2
124184,female,77,[8],1,1,1
124190,female,16,[7],6,1,3
124192,female,48,"[8, 4, 7]",1,3,1
124201,female,50,"[8, 9, 2, 0]",2,4,2
124202,female,14,"[8, 9]",3,2,2
124207,male,72,"[0, 7]",0,2,1
124209,male,20,[3],0,1,1
124227,male,18,[4],0,1,1
124238,male,45,"[0, 9, 3, 5]",0,4,1
124242,female,9,[8],3,1,2
124260,female,15,[9],3,1,2
124275,male,48,"[9, 2, 3, 6]",4,4,2
124276,male,78,[6],0,1,1
124277,female,35,"[8, 1, 4, 6]",1,4,1
124281,female,61,[9],1,1,1
124289,male,34,"[8, 4, 5, 7]",1,4,1
124307,female,13,[6],0,1,1
124309,female,65,"[5, 7]",6,2,3
124317,female,23,"[0, 3]",1,2,1
124329,female,64,[5],0,1,1
124338,male,30,"[8, 1, 4, 5]",2,4,2
124342,male,48,"[9, 3, 1]",4,3,2
124366,male,42,"[1, 2, 3]",6,3,3
124376,male,33,"[1, 4, 5, 6, 9]",8,5,3
124381,male,17,[7],0,1,1
124402,female,7,"[4, 5]",0,2,1
124412,male,19,[9],0,1,1
124422,female,72,[7],0,1,1
124424,male,29,"[0, 2, 3, 6, 8]",2,5,2
124453,female,29,"[0, 1, 3, 4, 6]",6,5,3
124457,male,58,"[6, 7]",0,2,1
124481,female,60,"[1, 4]",8,2,3
124488,male,68,[9],0,1,1
124498,female,7,[3],5,1,2
124544,female,77,[8],2,1,2
124560,female,53,[1],6,1,3
124602,male,29,"[0, 1, 4, 6, 7]",3,5,2
124603,male,29,"[9, 3, 4, 7]",0,4,1
124620,male,14,[0],1,1,1
124631,male,75,"[0, 4]",0,2,1
124636,female,25,"[3, 4, 5, 6, 7]",2,5,2
124652,male,8,[5],1,1,1
124659,male,65,[9],0,1,1
124692,male,20,[3],1,1,1
124700,female,75,[4],0,1,1
124714,female,52,"[5, 7]",8,2,3
124715,female,29,"[8, 3, 4, 7]",5,4,2
124724,female,31,"[8, 7]",4,2,2
124737,male,38,"[3, 4, 6, 8, 9]",10,5,3
124752,female,72,[9],1,1,1
124777,female,36,[4],2,1,2
124782,female,76,[6],0,1,1
124828,male,38,"[1, 3, 4, 5, 9]",6,5,3
124830,male,53,"[0, 9, 1]",10,3,3
124833,male,48,"[0, 9, 6]",1,3,1
124834,male,25,"[2, 4, 5]",4,3,2
124837,female,12,[4],2,1,2
124858,female,25,"[0, 1, 5, 9]",2,4,2
124870,male,51,[9],0,1,1
